target_id,solution_id,designation,source_id,random_index,ref_epoch,Distance,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,ruwe,pm,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,excess noise in au,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,nu_eff_used_in_astrometry,pseudocolour,pseudocolour_error,ra_pseudocolour_corr,dec_pseudocolour_corr,parallax_pseudocolour_corr,pmra_pseudocolour_corr,pmdec_pseudocolour_corr,astrometric_matched_transits,visibility_periods_used,astrometric_sigma5d_max,matched_transits,new_matched_transits,matched_transits_removed,ipd_gof_harmonic_amplitude,ipd_gof_harmonic_phase,ipd_frac_multi_peak,ipd_frac_odd_win,scan_direction_strength_k1,scan_direction_strength_k2,scan_direction_strength_k3,scan_direction_strength_k4,scan_direction_mean_k1,scan_direction_mean_k2,scan_direction_mean_k3,scan_direction_mean_k4,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_method_used,rv_nb_transits,rv_nb_deblended_transits,rv_visibility_periods_used,rv_expected_sig_to_noise,rv_renormalised_gof,rv_chisq_pvalue,rv_time_duration,rv_amplitude_robust,rv_template_teff,rv_template_logg,rv_template_fe_h,rv_atm_param_origin,vbroad,vbroad_error,vbroad_nb_transits,grvs_mag,grvs_mag_error,grvs_mag_nb_transits,rvs_spec_sig_to_noise,phot_variable_flag,l,b,ecl_lon,ecl_lat,in_qso_candidates,in_galaxy_candidates,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,in_andromeda_survey,classprob_dsc_combmod_quasar,classprob_dsc_combmod_galaxy,classprob_dsc_combmod_star,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,logg_gspphot,logg_gspphot_lower,logg_gspphot_upper,mh_gspphot,mh_gspphot_lower,mh_gspphot_upper,distance_gspphot,distance_gspphot_lower,distance_gspphot_upper,azero_gspphot,azero_gspphot_lower,azero_gspphot_upper,ag_gspphot,ag_gspphot_lower,ag_gspphot_upper,ebpminrp_gspphot,ebpminrp_gspphot_lower,ebpminrp_gspphot_upper,libname_gspphot,target_ra,target_dec,target_parallax,target_pm_ra,target_pm_dec,target_radial_velocity,epoch,target_separation (deg)
PDS 144N,1636148068921376768,Gaia DR3 6234854940998872320,6234854940998872320,1804648996,2016.0,1184.7,237.31416092385900,0.096774645,-26.014429323327000,0.065343976,0.8440697783341770,0.10833408,7.79136,1.0996695,3.0032537,-2.722710097577530,0.12945819,-1.267431232027140,0.08465009,-0.22343893,-0.13105206,0.03488791,-0.19438162,-0.16539612,-0.040921967,0.70530874,-0.24741189,-0.23144957,0.026633613,334,0,333,1,2.5343902,408.25833,0.2755526,0.326,1.9730285,95,FALSE,,1.4970149,0.014553819,-0.07345715,0.07195798,-0.049194742,-0.002627332,0.04905005,38,15,0.18025611,48,48,0,0.03356018,63.55132,0,22,0.41294697,0.60119504,0.30153534,0.23973358,-159.75668,5.19749,-46.550373,-13.054755,FALSE,363,3252.5099561721000,44.815353,72.5758,16.90682,2,4987.046726384020,94.698,52.662643,16.093933,2,17514.946359579000,1324.7373,13.221449,14.139374,6.9183474,0,2,0,2,0,1.9545593,-0.8128872,2.7674465,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,345.5988112860870,21.77238235308530,240.8013354210250,-5.8277396242791100,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3.821862e-04,1.1533108e-06,0.9995898,,,,,,,,,,,,,,,,,,,,,,,237.31470589857300,-26.01389972424110,7.6925,-20.468,-29.311,0.0,2000.0,5.64356161197584e-04
IRAS 04385+2550,1636148068921376768,Gaia DR3 148289831863907840,148289831863907840,1721497892,2016.0,159.6,70.41180463045380,0.24406816,25.940675620561700,0.1385563,6.265721147591830,0.2827686,22.158476,5.057412,20.289146,6.167275199436880,0.34292287,-19.329102650483400,0.21049428,0.01008081,-0.0702896,-0.24616317,0.15794815,-0.1367452,0.058870032,-0.07474868,0.3192318,0.16087389,-0.20715044,247,0,247,0,64.26013,7344.7427,1.7866743,0.285,268.94046,31,FALSE,1.2186365,,,,,,,,28,16,0.4892329,28,10,0,0.5859832,83.330246,0,0,0.07270458,0.5070615,0.17704307,0.28606606,-97.548416,-1.0669676,-33.605206,33.748795,FALSE,237,7718.281254327740,160.10864,48.206524,15.968565,27,1353.2607429225700,78.553276,17.227299,17.510088,26,14977.559084734900,904.0644,16.566916,14.309293,2.1158621,0,3,0,1,0,3.2007952,1.541523,1.6592722,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,174.16961909186900,-13.292897050944000,72.41590676673130,3.689246086728600,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.0204325e-13,5.097009e-13,0.999998,,,,,,,,,,,,,,,,,,,,,,,70.41177414926,25.94076152768,6.2657,6.167,-19.329,16.26,2000.0,1.42175917955868e-09
Elias 2-27,1636148068921376768,Gaia DR3 6049161819498750208,6049161819498750208,217747740,2016.0,110.1,246.68759385545300,0.7659061,-24.385623859494300,0.5465693,9.085300856045590,0.8505075,10.682211,1.0855459,29.391258,-7.953621824794510,1.2546843,-28.294626976946100,1.128883,-0.57805455,0.13917877,0.1950105,-0.32848993,-0.2748896,-0.44891608,0.68051994,0.09263953,-0.37934342,-0.6696364,426,0,425,1,2.4654033,537.1083,2.3804991,0.262,2.794559,95,FALSE,,1.2847226,0.1282384,-0.11934426,0.2535232,-0.06998407,-0.18904899,0.052341774,50,14,2.178792,53,7,1,0.15812032,97.02389,0,0,0.43210325,0.7517878,0.4572388,0.4903974,16.265203,19.782763,17.997192,25.435053,FALSE,425,142.4662720565230,0.9743275,146.22011,20.303087,28,36.13520096181320,5.42369,6.6624756,21.443716,46,278.47879161059000,8.86686,31.406696,18.635916,2.2083402,0,0,0,0,1,2.8078003,1.1406288,1.6671715,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,353.1320063518050,16.867128859689400,248.84930067859900,-2.641877732881950,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.7034815e-11,2.413302e-10,0.9999991,,,,,,,,,,,,,,,,,,,,,,,246.68763266736000,-24.38549810559,9.0853,-7.954,-28.295,0.0,2000.0,2.38078611890979e-09
GSS 39,1636148068921376768,Gaia DR3 6049161819498750208,6049161819498750208,217747740,2016.0,110.1,246.68759385545300,0.7659061,-24.385623859494300,0.5465693,9.085300856045590,0.8505075,10.682211,1.0855459,29.391258,-7.953621824794510,1.2546843,-28.294626976946100,1.128883,-0.57805455,0.13917877,0.1950105,-0.32848993,-0.2748896,-0.44891608,0.68051994,0.09263953,-0.37934342,-0.6696364,426,0,425,1,2.4654033,537.1083,2.3804991,0.262,2.794559,95,FALSE,,1.2847226,0.1282384,-0.11934426,0.2535232,-0.06998407,-0.18904899,0.052341774,50,14,2.178792,53,7,1,0.15812032,97.02389,0,0,0.43210325,0.7517878,0.4572388,0.4903974,16.265203,19.782763,17.997192,25.435053,FALSE,425,142.4662720565230,0.9743275,146.22011,20.303087,28,36.13520096181320,5.42369,6.6624756,21.443716,46,278.47879161059000,8.86686,31.406696,18.635916,2.2083402,0,0,0,0,1,2.8078003,1.1406288,1.6671715,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,353.1320063518050,16.867128859689400,248.84930067859900,-2.641877732881950,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.7034815e-11,2.413302e-10,0.9999991,,,,,,,,,,,,,,,,,,,,,,,246.68763266736000,-24.38549810559,9.0853,-7.954,-28.295,0.0,2000.0,2.38078611890979e-09
HOPS 65,1636148068921376768,Gaia DR3 3209528493643267328,3209528493643267328,1477074516,2016.0,321.9,83.83912416912780,0.090510525,-5.161738693877770,0.0856097,3.106989111798530,0.12852032,24.17508,1.0712886,0.5907828,0.5496091656496060,0.122877195,0.21668892622989600,0.10764622,0.28888148,-0.07371287,-0.20959431,-0.2288273,-0.27435896,-0.23143397,-0.41219106,0.21153449,0.1901011,0.15409924,471,0,469,2,2.166247,927.9239,0.8104632,0.261,13.795313,95,FALSE,,1.1073209,0.023791311,-0.027215282,-0.08586614,0.009422614,-0.08763589,0.11125504,55,22,0.18306628,57,32,0,0.04342688,30.401554,1,0,0.11732525,0.28459913,0.13603567,0.644357,-175.09167,-28.961926,-0.47198588,-44.09458,FALSE,461,1695.7411420296200,10.401322,163.03131,17.613968,48,267.8156299196930,26.928219,9.9455385,19.268953,53,2739.471121158340,68.97076,39.719315,16.153728,1.773435,0,1,0,0,0,3.1152248,1.6549854,1.4602394,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,208.80517478487400,-19.26259760304860,83.01738147209310,-28.451809882165000,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.0361516e-13,6.500429e-13,0.9999942,,,,,,,,,,,,,,,,,,,,,,,83.83988766346,-5.160784370620000,2.827,3.106,-1.016,0.0,2000.0,0.0012253673606821400
IRAS 16201-2410,1636148068921376768,Gaia DR3 6049342968335154944,6049342968335154944,274439973,2016.0,180.7,245.78874994151000,0.21330453,-24.284409897905600,0.12196231,5.533458916671940,0.24262428,22.8067,1.1452433,25.290735,-12.697680031412200,0.26721394,-21.872134290871100,0.19090217,-0.4824009,-0.24214639,-0.13960172,0.05292153,0.21726565,0.07945292,0.24825607,-0.2281537,0.037097987,-0.23471619,399,0,391,8,3.9626105,1478.0756,1.4330846,0.259,37.365417,95,FALSE,,1.0059458,0.034693696,0.15214954,0.03682133,-0.1495462,-0.06874178,-0.06373839,46,16,0.38247135,51,11,0,0.014542134,114.26573,4,15,0.27137908,0.6649606,0.3793604,0.31342533,22.45828,18.949022,17.014292,30.634703,FALSE,425,1743.8764152069000,4.6440663,375.50635,17.583578,0,,,,,0,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,352.6419812422500,17.546737157204400,248.02380227411800,-2.6733808062569300,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,245.78845132173000,-24.2847260884,6.3868,-8.937,-23.848,0.0,2000.0,5.24908513725139e-04
WL 10,1636148068921376768,Gaia DR3 6049144021153793024,6049144021153793024,77105173,2016.0,134.6,246.7879075977630,0.39622986,-24.56908392310600,0.25862226,7.4295521635314800,0.40167868,18.496256,1.1172327,27.44315,-7.149735391481370,0.5795694,-26.495429577943800,0.4657718,-0.4587958,0.061662205,0.31140774,-0.28368476,-0.106041886,-0.2596722,0.5519927,-0.016923754,-0.119898185,-0.34014603,432,0,432,0,3.3811514,656.56305,1.8132392,0.244,6.174131,95,FALSE,,1.0620699,0.0752967,6.9989514e-04,0.10473159,0.07967048,-0.10432816,-0.13433927,50,16,0.8805507,53,8,0,0.05031178,116.70237,0,0,0.35415694,0.6846444,0.38278505,0.3701464,4.865608,18.568527,12.972727,27.299868,FALSE,437,345.0027990240500,1.903497,181.24684,19.34281,26,37.68911367509620,6.3157754,5.9674563,21.398003,47,689.5940697918610,11.416869,60.40133,17.651411,2.10805,0,2,0,1,1,3.7465916,2.055193,1.6913986,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,353.0511157504850,16.677406676985,248.96845111836500,-2.8086955860898000,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.6089396e-13,5.5650265e-13,0.9999998,,,,,,,,,,,,,,,,,,,,,,,246.78794253778000,-24.56896616564,7.4296,-7.15,-26.495,-7.6,2000.0,2.18975104908096e-09
RY Tau,1636148068921376768,Gaia DR3 164551162164119424,164551162164119424,1722541310,2016.0,138.2,65.48924942900810,0.18177038,28.443089802857900,0.10058849,7.2348709398574100,0.2031438,35.61453,13.281019,28.382303,8.744497497173080,0.2403478,-27.001646650721300,0.16687293,0.28778836,0.14635076,0.10715066,0.014786393,-0.07075153,-0.037898794,0.37555444,0.26802543,-0.10268725,0.04773159,407,407,407,0,196.01964,121642.445,1.567582,0.217,3980.9297,31,FALSE,1.43493,,,,,,,,46,17,0.33597857,49,11,1,0.40672445,82.23763,0,0,,,,,,,,,FALSE,412,983028.518449036,12724.222,77.25648,10.705952,46,421595.438915491,12963.868,32.520805,11.276302,47,917689.5604174400,42849.58,21.416536,9.841156,1.3624071,0,0,0,0,0,1.4351463,0.57035065,0.8647957,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,169.25511015202200,-14.939878906085200,68.44556939350460,6.819461445664770,FALSE,FALSE,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,2.1940642e-10,8.5762614e-10,0.9999775,5919.22,5862.8154,6056.6274,3.8207,3.7808,3.936,-1.3858,-1.444,-1.2805,161.3373,144.1615,167.3787,1.5705,1.536,1.6444,1.2658,1.2367,1.3293,0.7003,0.6837,0.7345,MARCS,65.4892052292,28.44320981017,7.2349,8.744,-27.002,24.3,2000.0,2.67112541673664e-09
ISO-Oph 2,1636148068921376768,Gaia DR3 6049142646763564800,6049142646763564800,430555467,2016.0,134.3,246.40883762229000,0.34179035,-24.37683392282950,0.201505,7.44873375423335,0.41920668,17.768642,1.2402664,26.6258,-5.506099609723290,0.5612161,-26.05026005340600,0.4368725,-0.5131956,0.27617514,0.079403535,-0.15038954,-0.23762716,-0.1428559,0.5702562,0.15268238,-0.45245445,-0.4809879,477,0,475,2,7.1133447,884.9298,1.4856564,0.199,11.002704,95,FALSE,,1.1600285,0.051891163,-0.036303274,0.2409861,-0.096919715,-0.15352996,-0.0025171891,55,15,0.86745185,58,9,0,0.38314682,3.8425689,0,0,0.5272544,0.76054436,0.5064237,0.48283535,15.344913,19.382048,17.541292,24.620947,FALSE,483,542.8704856825670,7.6127553,71.310646,18.850626,39,59.50006886094730,7.1718187,8.296371,20.902248,53,1179.3820992209100,47.857178,24.643787,17.06876,2.2820952,0,35,0,44,0,3.8334885,2.0516224,1.7818661,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,352.9632567081020,17.063314459004800,248.59694838312700,-2.67343547106424,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.0203731e-13,5.096712e-13,0.9999985,,,,,,,,,,,,,,,,,,,,,,,246.40886448897000,-24.37671814389,7.4487,-5.506,-26.05,0.0,2000.0,1.23778090755694e-09
HOPS 163,1636148068921376768,Gaia DR3 3016930787017107712,3016930787017107712,262239964,2016.0,395.8,84.32219957360400,0.08708215,-6.605019723438440,0.10854308,2.5266650184209800,0.1377565,18.34153,0.87708664,0.61317074,0.4202592711123060,0.1162971,0.4464980797129140,0.13274005,0.0011298142,0.029437535,-0.06217546,-0.035277985,-0.31082332,-0.069391005,-0.17649835,0.13190936,0.13693915,-0.13965914,264,0,263,1,-2.8176813,322.65472,0.44249788,0.175,2.395858,95,FALSE,,1.1169311,0.029455842,-0.13626438,-0.18981148,0.018486872,-0.023150837,-0.04101368,30,15,0.1894376,44,23,1,0.03529905,104.83105,0,87,0.18912324,0.1765049,0.22268155,0.90698975,-134.76881,77.135124,-19.677309,42.226902,FALSE,246,1469.779759560120,3.2761984,448.62357,17.769236,0,,,,,0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,210.4007209048900,-19.482420482714800,83.48951345775110,-29.91607336651570,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3.7198625e-10,4.24134e-06,0.9997142,,,,,,,,,,,,,,,,,,,,,,,84.322076,-6.605042000000000,0.0,0.0,0.0,0.0,2000.0,1.24758341152027e-04
WL 18,1636148068921376768,Gaia DR3 6049119831897974784,6049119831897974784,163522015,2016.0,132.5,246.70406367830500,0.35984084,-24.64043259306110,0.21288466,7.54680679167487,0.41436714,18.21285,1.0446897,25.756088,-4.84460031873367,0.6616372,-25.296362240666600,0.45783618,-0.31851116,0.1872902,0.10760122,-0.04692343,-0.12384327,-0.08694184,0.44989276,0.21374424,-0.28671262,-0.39764404,448,0,448,0,1.3414364,567.2753,1.2285297,0.163,2.803254,95,FALSE,,1.1206119,0.06716626,-0.068520576,0.22445196,-0.03938911,-0.065906174,-0.028095568,52,15,0.97212076,55,9,0,0.15853405,5.156262,0,0,0.40815488,0.6771226,0.4249485,0.33058828,9.698134,15.454776,14.563673,25.73326,FALSE,463,321.28056427546000,2.906238,110.5486,19.420156,38,50.25030823902750,4.835304,10.392379,21.085695,52,569.6010745025520,18.20253,31.292412,17.858969,1.9293149,0,1,0,1,0,3.2267265,1.6655388,1.5611877,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,352.9426244571070,16.68747666940940,248.90430791376500,-2.8911432710490300,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.0223648e-13,7.00902e-13,0.9999985,,,,,,,,,,,,,,,,,,,,,,,246.70408736687000,-24.64032016478,7.5468,-4.845,-25.296,0.0,2000.0,2.41799562872326e-09
ISO-Oph 204,1636148068921376768,Gaia DR3 6047512792574297984,6047512792574297984,1600842918,2016.0,153.0,247.9671347100080,0.21299595,-24.9377965842319,0.12386865,6.5367383635806700,0.22593564,28.93186,1.1413946,23.505589,-6.851321229854770,0.29953477,-22.484930385295000,0.2085827,-0.15535642,-0.28192163,-0.16133171,0.24931483,-0.009787396,0.19763531,-0.11879915,0.09522565,-0.09123056,0.068836674,264,0,262,2,3.1578422,493.58838,1.0215372,0.156,7.385546,95,FALSE,,1.0938108,0.039852213,0.10161194,0.022425337,0.12759319,-0.14071855,0.018133696,30,14,0.41758245,33,10,0,0.103925265,23.842033,0,0,0.12221708,0.46234918,0.17722598,0.32171604,-130.89224,9.773446,-9.999694,-39.333538,FALSE,278,908.7501892085400,6.069325,149.72838,18.291256,17,61.19113126840620,12.071665,5.068989,20.87182,31,1780.8671278674000,45.60589,39.04906,16.621317,2.0270238,0,1,0,0,0,4.2505035,2.5805645,1.669939,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,353.4932055422920,15.627453071088400,250.08460741827500,-3.0089919669371500,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.02026027e-13,5.0961855e-13,0.99999964,,,,,,,,,,,,,,,,,,,,,,,247.96716829121,-24.9376966512,6.5367,-6.851,-22.485,0.0,2000.0,1.43689491912379e-09
PV Cephei,1636148068921376768,Gaia DR3 2246924068029363840,2246924068029363840,1154854346,2016.0,356.5,311.47490452628300,0.038220007,67.9607350583458,0.037572775,2.804835033691660,0.03918728,71.57514,2.4224021,8.377395,8.107786199233940,0.057400774,-2.1082092890105900,0.054388303,-0.07797926,-0.044373956,0.15750591,0.002757018,0.12609309,-0.012141171,0.12351917,-0.06979965,-0.13079904,-0.010464027,327,0,317,10,30.141294,3296.4631,0.43300226,0.154,88.44745,31,FALSE,1.212613,,,,,,,,38,26,0.07967917,42,13,0,0.0807567,73.24234,0,0,0.13270123,0.08996101,0.18541414,0.07983795,-93.72597,27.407442,46.015163,41.8061,FALSE,334,53114.627363730900,1054.7279,50.358604,13.874331,37,6623.1055812056900,437.25287,15.147083,15.785888,37,76742.04053190100,4262.367,18.004559,12.535312,1.5695328,0,3,0,0,0,3.250576,1.9115562,1.3390198,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,102.9697064380940,15.231541188340100,24.021825322663000,74.21163064439180,FALSE,FALSE,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1.0227747e-13,5.108708e-13,0.9999747,,,,,,,,,,,,,,,,,,,,,,,311.47480849591,67.96074442814,2.8048,8.108,-2.108,0.0,2000.0,1.28231638618512e-09
HD 200775,1636148068921376768,Gaia DR3 2270245431209611776,2270245431209611776,1287812960,2016.0,354.9,315.40392650999000,0.037833482,68.16326234645150,0.03653709,2.8175008109163000,0.037354466,75.42608,2.5541868,8.103898,7.597147379876990,0.049088944,-2.8207308565304600,0.046219535,0.13682759,-0.1007703,-0.049230054,-0.25319824,0.0017717025,-0.25393638,-0.32153127,-0.14153866,0.062228143,0.14067908,321,321,321,0,32.778553,5570.6104,0.41999453,0.149,165.7827,31,TRUE,1.5953966,,,,,,,,36,27,0.07280489,41,16,5,0.046036914,6.3965483,0,0,,,,,,,,,FALSE,340,2.52930121885191e+07,15893.217,1591.4344,7.1798654,40,1.45127918565391e+07,23111.707,627.94116,7.434165,39,1.63918802069109e+07,36168.98,453.20273,6.7113237,1.221866,0,0,0,0,0,0.72284126,0.25429964,0.46854162,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,104.06160793874200,14.192480270317400,26.077769245146,72.84934476584550,FALSE,FALSE,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1.5533169e-07,5.185182e-13,0.9999877,5814.3105,5792.6235,5834.9224,2.6268,2.6193,2.6311,-2.4245,-2.4971,-2.2393,344.3,342.7951,347.5365,0.0296,0.0141,0.0451,0.0252,0.012,0.0385,0.0138,0.0065,0.0211,PHOENIX,315.40383573454,68.16327488301,2.8175,7.597,-2.821,-3.4,2000.0,1.41376842174168e-09
HD 200775,1636148068921376768,Gaia DR3 2270245431206496128,2270245431206496128,87502650,2016.0,318.7,315.4043268620510,0.04573794,68.16257099608680,0.042729106,3.13813927281695,0.04051105,77.46378,2.3844697,6.328893,6.2012262204512300,0.05887452,-1.2647860278500700,0.050691668,0.30327827,0.050856568,-0.34365597,-0.3527734,0.100838594,-0.3945733,-0.411632,-0.18491958,-0.07592957,0.300373,301,301,301,0,28.622282,6428.89,0.4464322,0.142,210.09447,95,FALSE,,1.3593727,0.011215748,0.07386798,0.33828875,0.023320341,-0.19292329,-0.23701964,34,25,0.09329069,40,17,1,0.07724534,175.57191,9,0,,,,,,,,,FALSE,304,195227.19417274100,666.5279,292.90176,12.461016,0,,,,,0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,104.06115337990300,14.191927153105000,26.07565782341770,72.849009400078,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,315.40383573454,68.16327488301,2.8175,7.597,-2.821,-3.4,2000.0,7.07206124856272e-04
V892 Tau,1636148068921376768,Gaia DR3 164513606967242624,164513606967242624,505050453,2016.0,131.3,64.66973782350230,0.27128556,28.321916380508300,0.15515962,7.614021482666990,0.2899703,26.257936,0.9932375,25.38896,7.315632795216040,0.35192028,-24.312152756497200,0.2553992,0.5396132,0.008163795,-0.11437515,0.1872795,-0.049535863,0.10455831,0.42653456,0.25704154,-0.10119507,0.34634578,398,0,398,0,-0.16575466,555.7164,1.0383362,0.136,4.92693,95,FALSE,,1.0536708,0.040245812,0.011303911,-0.15767135,-0.0022682415,-0.21697801,0.027718835,47,16,0.51512873,51,9,0,0.0609931,124.72515,0,0,0.26013365,0.70052505,0.35003895,0.35021254,176.52669,-18.261852,50.43472,-24.922113,FALSE,407,613.5357674068500,4.0439353,151.7175,18.717768,40,67.99745570999420,8.935674,7.609662,20.75731,49,1430.0156334903600,40.280365,35.501556,16.859543,2.4416068,0,2,0,3,0,3.897768,2.0395432,1.8582249,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,168.83519532594700,-15.548473285522100,67.70925077703640,6.8217326461598300,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.0204673e-13,5.10753e-13,1.0,3656.7786,3596.358,3679.4187,4.1279,4.0907,4.2996,0.162,0.1132,0.7964,152.8663,149.7044,157.2853,9.9799,8.5511,9.9967,5.6514,4.7065,5.6733,3.6848,3.3911,3.6969,MARCS,64.66923234099,28.32100696080000,7.4352,3.517,-28.806,1.363,2000.0,0.0011227788579771600
GSS 37,1636148068921376768,Gaia DR3 6049163679218606720,6049163679218606720,1672451650,2016.0,139.3,246.6789204436370,0.3622182,-24.341648602954800,0.26198035,7.180701427661240,0.27618587,25.999525,1.1418154,28.360723,-2.866426728460110,0.55189025,-28.215496401250000,0.5337046,-0.8546896,-0.07634541,0.3643825,-0.5425932,-0.025035221,-0.6404708,0.8074504,0.09944897,-0.23078883,-0.88123316,411,0,410,1,3.9648764,815.6075,0.9287784,0.129,10.8529,95,FALSE,,1.1208918,0.031883907,-0.056267824,0.14563118,-0.16363129,-0.14085783,0.07887774,48,11,1.0645647,58,9,0,0.08563479,160.55609,0,31,0.51754266,0.88117945,0.56185734,0.6357461,15.964925,23.889124,16.604015,23.259407,FALSE,402,1259.5419334639600,9.611545,131.0447,17.936836,0,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,353.16105463260900,16.902109260204400,248.83455203876600,-2.5996973876484500,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4.9668153e-10,1.5100318e-09,0.9995424,,,,,,,,,,,,,,,,,,,,,,,246.678559,-24.341628000000000,0.0,-10.0,-24.0,0.0,2000.0,3.83537870691979e-04
Elias 2-20,1636148068921376768,Gaia DR3 6049137600178735744,6049137600178735744,888100350,2016.0,137.5,246.5786156730560,0.17332195,-24.47225991320050,0.095185354,7.271259298909910,0.20920326,34.756912,1.1594079,28.787306,-8.379414767912700,0.29209277,-27.540776523250400,0.22215796,-0.35813454,0.012439853,-0.15214752,0.16436656,-0.2607769,0.001076901,0.39987287,-0.01665397,-0.40293106,-0.4498249,486,0,486,0,4.837882,944.6713,0.917837,0.126,11.924028,95,FALSE,,1.1373075,0.02912769,-0.12685975,0.25657576,-0.08207092,-0.07147811,-0.054092355,57,15,0.44239053,60,11,0,0.4650986,175.11868,1,0,0.40036184,0.706108,0.41494402,0.38931423,10.246407,16.86645,14.488544,25.32567,FALSE,487,1166.604691719980,18.580936,62.785034,18.020058,32,74.14640114699690,10.280232,7.212522,20.663317,56,2198.397042802710,115.46119,19.040138,16.39263,1.9479978,0,1,0,1,1,4.270687,2.643259,1.627428,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,352.9955295837980,16.884290550540200,248.76491424400900,-2.743097457274900,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.0202596e-13,5.0961454e-13,0.99999964,,,,,,,,,,,,,,,,,,,,,,,246.57865659084000,-24.47213750974,7.2713,-8.379,-27.541,-3.26,2000.0,2.06753289107902e-09
